age,industry,Education,ALERT,is_sanctioned,kycRiskScore,income,tenureMonths,creditScore,state,nbrPurchases90d,avgTxnSize90d,totalSpend90d,csrNotes,nbrDistinctMerch90d,nbrMerchCredits90d,nbrMerchCreditsRndDollarAmt90d,totalMerchCred90d,nbrMerchCreditsWoOffsettingPurch,nbrPayments90d,totalPaymentAmt90d,overpaymentAmt90d,overpaymentInd90d,nbrCustReqRefunds90d,indCustReqRefund90d,totalRefundsToCust90d,nbrPaymentsCashLike90d,maxRevolveLine,indOwnsHome,nbrInquiries1y,nbrCollections3y,nbrWebLogins90d,nbrPointRed90d,PEP
33.0,Manufacturing,Bachelor's Degree,1,0,2,58300.0,13,726,MA,35,3.12,109.2, ,16,1,0,2.88,0,2,60.0,0.0,0,1,1,30.9,0,14000,0,2,0,8,1,0
29.0,Construction,Bachelor's Degree,1,0,0,17700.0,43,752,ME,2,225.79,451.58, ,2,0,0,0.0,0,2,60.0,0.0,0,1,1,64.29,0,14000,1,3,0,11,0,0
32.0,Education,Associate Degree,1,0,0,5800.0,153,695,PA,3,45.42,136.26, ,1,1,0,45.8,1,2,181.68,45.42,1,1,1,120.33,0,18000,0,3,0,9,1,0
46.0,Information Technology,Bachelor's Degree,1,0,0,110000.0,20,744,RI,167,70.91,11841.97,card replace change request statement cash,76,25,4,1698.42,7,5,14513.44,2671.47,1,1,1,2736.82,5,17000,1,0,0,4,1,0
40.0,Education,Associate Degree,1,0,1,39100.0,1,800,ME,28,89.32,2500.96, ,12,5,1,431.28,2,4,2500.96,0.0,0,1,1,43.62,4,11000,1,4,0,12,0,0
43.0,Information Technology,Bachelor's Degree,1,0,0,64100.0,34,707,MA,37,36.69,1357.53, ,19,3,0,109.41,2,3,67.88,0.0,0,1,1,22.62,0,12000,1,5,0,9,1,0
30.0,Entertainment and Hospitality,Associate Degree,1,0,1,28800.0,4,686,NY,23,0.0,0.0, ,13,3,0,0.0,1,5,60.0,60.0,1,2,1,60.0,0,10000,0,2,0,7,3,0
,Manufacturing,Associate Degree,1,0,2,37600.0,13,652,MA,4,25.67,102.68,change request password change customer call,2,1,0,25.36,1,7,102.68,0.0,0,1,1,80.71,0,17000,1,3,2,8,0,0
35.0,Entertainment and Hospitality,Bachelor's Degree,1,0,0,22400.0,14,694,NJ,11,30.98,340.78,customer call billing address change request,7,1,0,31.15,0,6,340.78,0.0,0,1,1,50.68,0,13000,1,5,0,6,0,0
31.0,Manufacturing,High School or Below,1,0,1,22500.0,21,769,CT,27,386.17,10426.59,password change statement statement moneyorder payment,15,4,1,1536.01,1,4,521.33,0.0,0,1,1,33.84,4,17000,1,1,0,12,1,0
27.0,Construction,High School or Below,1,0,0,18900.0,10,775,NY,25,27.39,684.75,billing address plastic replace customer call,12,2,0,55.88,1,6,684.75,0.0,0,1,1,62.97,0,16000,1,3,0,5,0,0
23.0,,Doctorate,1,0,2,18000.0,10,715,MA,4,43.38,173.52,customer call change request statement,0,2,0,90.56,0,3,60.0,0.0,0,1,1,81.02,0,8000,0,1,1,13,1,0
43.0,Manufacturing,Bachelor's Degree,1,0,1,67600.0,21,703,MA,11,202.27,2224.97,card replace billing address  ,8,1,1,192.0,1,3,2224.97,0.0,0,1,1,71.27,1,16000,1,3,0,8,0,0
51.0,Education,Bachelor's Degree,1,0,1,84000.0,52,800,CT,4,62.11,248.44, ,1,0,0,0.0,0,7,248.44,0.0,0,1,1,64.26,0,10000,1,1,0,11,1,0
42.0,Legal,Bachelor's Degree,1,1,1,94500.0,3,653,CT,40,421.86,16874.4,  customer call statement atm denied,21,4,1,1713.99,3,6,16874.4,0.0,0,1,1,58.41,6,17000,0,1,0,5,0,0
46.0,Education,Associate Degree,1,0,0,51800.0,21,640,NY,52,0.0,0.0, ,24,3,1,0.0,1,5,60.0,60.0,1,1,1,60.0,0,15000,1,5,0,7,1,0
32.0,Construction,High School or Below,1,1,2,31100.0,1,683,ME,60,1168.86,70131.6, ,29,7,2,8126.5,3,2,70131.6,0.0,0,1,1,35.5,2,6000,0,2,0,89,2,0
27.0,Manufacturing,,1,0,1,5000.0,15,684,CT,1,198.14,198.14,change request card replace plastic replace statement,1,0,0,0.0,0,4,198.14,0.0,0,1,1,94.56,0,16000,1,4,0,6,2,0
50.0,Entertainment and Hospitality,Doctorate,1,0,0,39200.0,18,713,PA,18,236.64,4259.52, ,9,1,0,236.03,1,2,4259.52,0.0,0,1,1,41.21,2,24000,1,0,0,13,0,0
36.0,Engineering,Doctorate,1,0,1,52800.0,1,729,RI,35,163.96,5738.6, ,15,1,0,163.86,0,3,286.93,0.0,0,1,1,40.93,1,13000,1,2,0,7,1,0
32.0,Legal,Associate Degree,1,0,2,61100.0,23,731,MA,20,113.67,2273.4, ,11,3,1,342.76,2,6,5019.33,2745.93,1,3,1,2777.65,6,17000,1,3,0,5,1,0
43.0,Retail,Bachelor's Degree,1,0,0,36300.0,90,726,NJ,17,83.96,1427.32,statement change request plastic replace,10,2,0,168.54,1,4,1427.32,0.0,0,1,1,24.54,1,5000,0,1,0,7,3,0
30.0,Scientific and Technical Services,Bachelor's Degree,1,0,0,4500.0,30,724,CT,4,398.82,1595.28,transfer password change statement statement,2,0,0,0.0,0,4,79.76,0.0,0,1,1,32.49,0,13000,1,4,0,11,1,0
39.0,Retail,Associate Degree,1,0,1,25000.0,4,660,PA,10,28.8,288.0, ,7,2,0,57.98,1,2,288.0,0.0,0,1,1,15.19,0,9000,1,3,0,11,1,0
52.0,Entertainment and Hospitality,Bachelor's Degree,1,0,0,63000.0,6,697,NY,46,79.93,3676.78, ,23,7,0,549.85,5,5,3676.78,0.0,0,1,1,70.2,5,10000,0,5,0,9,1,0
46.0,Legal,Bachelor's Degree,1,0,0,51700.0,26,738,NJ,13,12.48,162.24,customer call   customer call statement,5,0,0,0.0,0,2,162.24,0.0,0,1,1,33.06,0,13000,1,1,0,1,1,0
36.0,Entertainment and Hospitality,High School or Below,1,0,0,38100.0,25,751,MA,0,42.7,0.0,password change billing address card replace,0,0,0,0.0,0,7,60.0,60.0,1,1,1,60.0,1,14000,1,4,0,11,2,0
45.0,Scientific and Technical Services,High School or Below,1,0,0,36400.0,3,716,CT,12,431.98,5183.76,password change   password change,6,1,0,431.34,0,3,5183.76,0.0,0,1,1,37.71,3,9000,1,2,0,9,1,0
27.0,Manufacturing,High School or Below,1,0,1,3000.0,8,707,NY,2,33.82,67.64,statement statement change request statement,0,0,0,0.0,0,7,67.64,0.0,0,1,1,67.39,0,14000,0,2,0,9,0,0
39.0,Entertainment and Hospitality,High School or Below,1,1,1,98400.0,50,662,NY,30,537.67,16130.1,plastic replace billing address card replace bitcoin,16,5,1,2682.96,2,4,16130.1,0.0,0,1,1,69.54,4,11000,1,5,0,6,1,0
42.0,Education,Master's Degree,1,0,0,49900.0,5,727,PA,10,104.79,1047.9,customer call transfer late payment atm denied,6,0,0,0.0,0,3,3678.83,2630.93,1,1,1,2713.0,3,7000,1,1,0,5,0,0
20.0,Education,Doctorate,1,0,2,11000.0,10,706,NY,8,53.12,424.96,statement statement statement statement,4,0,0,0.0,0,3,424.96,0.0,0,1,1,75.63,0,11000,0,2,0,11,1,0
26.0,Entertainment and Hospitality,Associate Degree,1,0,0,13900.0,8,639,PA,9,53.87,484.83,late payment plastic replace plastic replace,5,1,1,56.0,0,3,484.83,0.0,0,1,1,24.61,1,9000,0,2,1,6,3,0
51.0,Healthcare,Master's Degree,1,0,0,50500.0,4,699,RI,1,6.52,6.52, ,1,0,0,0.0,0,5,60.0,53.48,1,2,1,83.69,0,7000,1,2,0,5,1,0
44.0,Entertainment and Hospitality,High School or Below,1,0,0,55500.0,44,714,RI,26,237.42,6172.92, ,12,2,0,472.6,1,3,6172.92,0.0,0,1,1,29.18,3,8000,1,1,0,6,1,0
36.0,Retail,Master's Degree,1,0,0,38800.0,43,759,CT,37,13.57,502.09,transfer change request transfer,21,3,0,40.77,1,2,479.77,0.0,0,1,1,34.31,0,18000,1,4,0,8,1,0
31.0,Retail,High School or Below,1,0,0,15900.0,39,726,MA,0,501.48,0.0,  billing address change request,0,0,0,0.0,0,5,60.0,60.0,1,1,1,60.0,0,21000,1,1,0,8,1,0
43.0,Engineering,Associate Degree,1,0,1,102800.0,14,659,CT,16,21.21,339.36, ,10,1,1,24.0,0,4,339.36,0.0,0,1,1,50.51,0,11000,1,1,0,9,2,0
52.0,Manufacturing,High School or Below,1,0,1,58800.0,12,685,PA,29,0.0,0.0, ,16,2,0,0.0,2,6,60.0,60.0,1,1,1,60.0,1,9000,1,4,0,8,0,0
36.0,Education,High School or Below,1,0,0,22400.0,18,749,MA,9,320.92,2888.28,transfer late payment   bitcoin,5,2,1,659.44,2,4,2888.28,0.0,0,1,1,56.55,4,9000,1,2,0,4,0,0
24.0,Scientific and Technical Services,High School or Below,1,0,1,16500.0,7,736,CT,4,309.27,1237.08,change request statement statement,4,1,0,310.07,1,6,1237.08,0.0,0,1,1,25.16,6,13000,1,1,1,10,2,0
30.0,Retail,Associate Degree,1,1,2,33000.0,52,731,CT,8,2.28,18.24, ,7,0,0,0.0,0,4,60.0,41.76,1,4,1,151.59,0,11000,1,3,0,6,1,0
27.0,Education,Associate Degree,1,0,0,5100.0,30,726,CT,3,13.77,41.31,billing address change request customer call,3,0,0,0.0,0,3,60.0,18.69,1,2,1,66.78,0,10000,0,1,0,2,1,0
44.0,Transportation,Associate Degree,1,0,0,42900.0,19,736,NY,41,174.4,7150.4,transfer card replace statement moneyorder,19,1,1,174.0,0,3,9687.71,2537.31,1,3,1,2596.26,3,15000,1,4,0,10,1,0
25.0,Retail,High School or Below,1,0,1,9900.0,19,698,NJ,9,86.69,780.21,"billing address billing address card replace lost cardrefund requested. supply additional details, call back",3,1,0,86.27,0,2,3365.41,2585.2,1,2,1,2669.53,2,13000,0,2,0,7,2,0
39.0,Information Technology,Doctorate,1,0,2,135300.0,2,675,NY,38,45.98,1747.24,change request billing address card replace,22,2,0,89.98,0,4,1747.24,0.0,0,1,1,58.36,0,12000,0,3,0,7,0,0
54.0,Financial Services,Doctorate,1,0,0,103300.0,39,718,CT,34,55.03,1871.02,  card replace  ,18,2,0,111.96,0,2,965.14,0.0,0,1,1,46.71,0,9000,1,0,0,12,2,0
31.0,Manufacturing,High School or Below,1,0,1,26000.0,18,760,RI,9,167.2,1504.8, ,4,1,0,169.63,0,2,75.24,0.0,0,1,1,47.63,0,12000,0,2,0,6,0,0
44.0,Construction,Bachelor's Degree,1,0,0,,6,656,MA,7,101.84,712.88, ,1,0,0,0.0,0,2,1301.77,588.89,1,2,1,624.94,2,8000,0,2,0,6,0,0
22.0,Manufacturing,Associate Degree,1,1,2,38200.0,0,650,MA,16,0.54,8.64,customer call statement statement,10,1,0,0.53,1,3,60.0,51.36,1,2,1,98.09,0,17000,1,3,1,9,1,0
41.0,Construction,Bachelor's Degree,1,0,0,66100.0,17,745,NY,10,9.76,97.6,  change request card replace,5,1,0,9.93,0,2,60.0,0.0,0,1,1,43.54,0,15000,1,2,0,8,1,0
46.0,Financial Services,Master's Degree,1,0,0,147200.0,2,755,MA,387,32.66,12639.42,"transfer password change change request lost cardrefund requested. supply additional details, call back",207,38,13,1249.0,19,5,22020.24,9380.82,1,1,1,9417.89,5,14000,0,5,1,3,2,0
51.0,Entertainment and Hospitality,High School or Below,1,0,1,45300.0,3,772,NJ,6,2.23,13.38, ,3,0,0,0.0,0,3,60.0,46.62,1,1,1,97.2,0,22000,1,3,0,9,1,0
32.0,Healthcare,Associate Degree,1,1,2,154000.0,13,704,PA,57,1294.0,73758.0,late payment plastic replace   cash,25,5,2,6574.6,1,6,73758.0,0.0,0,1,1,69.63,6,11000,0,3,0,4,0,0
44.0,Engineering,Bachelor's Degree,1,0,0,57600.0,12,764,PA,31,91.28,2829.68,card replace statement plastic replace,20,5,1,460.52,3,5,2733.93,0.0,0,1,1,50.7,5,9000,0,2,0,3,0,0
54.0,Information Technology,Doctorate,1,0,1,105200.0,5,721,MA,1,10.4,10.4,plastic replace password change card replace,0,0,0,0.0,0,3,60.0,49.6,1,1,1,88.69,1,8000,0,5,0,8,0,0
23.0,Retail,Bachelor's Degree,1,0,2,15800.0,1,672,NY,14,155.93,2183.02, ,6,2,0,316.22,0,6,3461.27,1278.25,1,1,1,1323.4,6,15000,0,2,0,10,2,0
29.0,Transportation,Bachelor's Degree,1,0,0,15600.0,39,737,MA,7,371.49,2600.43,customer call transfer  ,3,0,0,0.0,0,7,2785.06,184.63,1,1,1,244.78,2,14000,1,3,0,5,2,0
29.0,Entertainment and Hospitality,High School or Below,1,0,0,20100.0,34,715,NY,29,69.09,2003.61,card replace customer call late payment,10,3,1,211.74,1,5,2003.61,0.0,0,1,1,46.34,2,9000,0,3,0,8,0,0
21.0,Retail,High School or Below,1,0,1,21100.0,0,760,RI,16,50.72,811.52,statement password change card replace,8,2,1,96.04,2,3,60.0,0.0,0,1,1,82.75,1,18000,1,0,0,9,0,0
25.0,Education,High School or Below,1,0,0,12100.0,10,701,NY,11,131.19,1443.09, ,3,2,0,265.82,0,2,72.15,0.0,0,1,1,30.62,2,11000,1,2,0,3,1,0
23.0,Entertainment and Hospitality,Bachelor's Degree,1,0,2,11500.0,18,750,NJ,2,192.7,385.4, ,0,0,0,0.0,0,3,385.4,0.0,0,1,1,56.4,0,13000,1,2,0,6,0,0
53.0,Financial Services,Bachelor's Degree,1,0,0,71100.0,48,702,MA,18,172.98,3113.64, ,13,2,0,347.14,0,7,3113.64,0.0,0,1,1,48.54,7,7000,1,1,0,6,1,0
52.0,Financial Services,Master's Degree,1,0,0,51500.0,24,648,NY,28,118.17,3308.76, ,13,1,0,118.16,0,4,165.44,0.0,0,1,1,28.13,2,12000,1,1,1,8,0,0
25.0,Transportation,Associate Degree,1,0,0,19000.0,33,733,NY,7,913.82,6396.74,plastic replace customer call late payment statement,5,0,0,0.0,0,3,6396.74,0.0,0,1,1,34.73,0,11000,0,1,0,10,2,0
53.0,Construction,Associate Degree,1,0,0,62000.0,36,633,MA,0,30.94,0.0, ,0,0,0,0.0,0,4,60.0,60.0,1,1,1,60.0,0,19000,0,3,0,9,2,0
40.0,Manufacturing,Bachelor's Degree,1,0,1,46900.0,52,679,MA,14,35.24,493.36, ,7,2,1,73.49,2,2,493.36,0.0,0,1,1,38.12,0,8000,1,3,0,7,1,0
46.0,Transportation,High School or Below,1,0,0,57500.0,49,658,MA,22,122.42,2693.24, ,4,2,1,258.97,1,3,2693.24,0.0,0,1,1,31.32,2,6000,1,3,0,4,1,0
23.0,Construction,Associate Degree,1,0,1,6600.0,7,710,PA,2,43.47,86.94,billing address transfer customer call statement,1,0,0,0.0,0,4,86.94,0.0,0,1,1,34.8,0,18000,1,4,0,9,3,0
27.0,Construction,Associate Degree,1,0,1,6200.0,108,746,NY,1,119.93,119.93,statement customer call late payment statement,1,0,0,0.0,0,4,60.0,0.0,0,1,1,27.65,0,9000,0,3,0,9,2,0
48.0,Healthcare,Bachelor's Degree,1,0,0,63000.0,16,731,MA,71,12.5,887.5,billing address plastic replace card replace overseas atm,34,15,1,194.54,7,5,2799.36,1911.86,1,3,1,1961.21,5,8000,1,4,0,7,3,0
38.0,Retail,Bachelor's Degree,1,0,2,69200.0,10,701,PA,136,87.6,11913.6,"plastic replace late payment card replace lost cardrefund requested. supply additional details, call back",61,20,6,1791.54,9,2,11913.6,0.0,0,1,1,24.32,2,10000,1,4,0,8,1,0
23.0,Education,Associate Degree,1,0,2,28500.0,12,726,NJ,11,180.86,1989.46, ,8,1,0,181.55,0,3,1989.46,0.0,0,1,1,27.66,1,10000,0,3,1,8,0,0
50.0,Information Technology,Master's Degree,1,0,0,206000.0,36,748,NJ,36,88.29,3178.44,transfer   plastic replace,16,4,0,354.8,1,3,2618.87,0.0,0,1,1,75.08,3,7000,1,8,0,9,1,0
28.0,Manufacturing,High School or Below,1,0,1,41100.0,7,670,NJ,2,248.75,497.5, ,1,0,0,0.0,0,4,497.5,0.0,0,1,1,107.07,0,8000,0,2,0,7,2,0
50.0,Financial Services,Doctorate,1,0,1,118900.0,19,698,CT,95,10.48,995.6,transfer statement card replace,49,7,4,79.65,2,2,995.6,0.0,0,1,1,57.14,0,6000,1,4,1,7,1,0
31.0,Transportation,,1,0,2,28100.0,1,695,PA,2,40.98,81.96, ,1,0,0,0.0,0,4,81.96,0.0,0,1,1,27.71,0,9000,1,2,0,8,2,0
28.0,Education,High School or Below,1,0,0,13200.0,3,675,PA,2,210.93,421.86,statement card replace customer call cash,1,0,0,0.0,0,3,3158.76,2736.9,1,2,1,2787.15,3,12000,0,2,0,9,0,0
20.0,Transportation,High School or Below,1,0,2,9000.0,32,760,PA,1,43.69,43.69,billing address plastic replace change request,0,0,0,0.0,0,2,60.0,16.31,1,1,1,57.42,0,9000,1,2,0,9,1,0
40.0,Information Technology,Bachelor's Degree,1,0,0,53900.0,29,671,RI,28,53.34,1493.52, ,15,1,0,52.94,0,4,74.68,0.0,0,1,1,45.92,0,12000,0,2,0,8,1,0
42.0,Scientific and Technical Services,Bachelor's Degree,1,0,2,53300.0,24,663,MA,19,35.1,666.9, ,11,1,0,34.85,1,3,666.9,0.0,0,1,1,56.78,0,17000,1,4,0,7,2,0
34.0,Manufacturing,Doctorate,1,0,1,40400.0,0,722,CT,1,333.67,333.67,statement card replace change request statement,1,0,0,0.0,0,3,333.67,0.0,0,1,1,68.02,0,14000,1,5,0,6,1,0
32.0,Construction,High School or Below,1,1,2,31100.0,1,683,ME,60,1168.86,70131.6, ,29,7,2,8126.5,3,2,70131.6,0.0,0,1,1,35.5,2,6000,0,2,0,89,2,0
23.0,Entertainment and Hospitality,Bachelor's Degree,1,0,2,11500.0,18,750,NJ,2,192.7,385.4, ,0,0,0,0.0,0,3,385.4,0.0,0,1,1,56.4,0,13000,1,2,0,6,0,0
25.0,Construction,High School or Below,1,0,2,16900.0,20,682,NY,20,130.12,2602.4, ,5,3,0,389.01,0,5,2602.4,0.0,0,1,1,43.41,5,13000,1,1,0,4,2,0
42.0,Financial Services,Bachelor's Degree,1,0,0,53500.0,13,705,ME,31,411.72,12763.32,billing address statement billing address moneyorder,16,3,2,1163.73,2,6,12763.32,0.0,0,1,1,58.12,6,13000,1,4,0,5,0,0
30.0,Manufacturing,High School or Below,1,0,0,35500.0,24,712,NY,5,194.97,974.85,password change password change billing address statement,2,0,0,0.0,0,3,974.85,0.0,0,1,1,61.78,0,21000,1,1,0,9,1,0
24.0,Retail,Bachelor's Degree,1,0,2,11900.0,56,697,MA,20,65.98,1319.6, ,10,2,0,132.0,2,2,1319.6,0.0,0,1,1,77.14,0,13000,1,3,0,87,0,0
27.0,Construction,Bachelor's Degree,1,0,0,21600.0,4,710,ME,0,84.73,0.0,plastic replace password change transfer,0,0,0,0.0,0,4,60.0,60.0,1,1,1,60.0,0,4000,0,2,0,6,1,0
27.0,Construction,High School or Below,1,0,0,16200.0,21,677,NY,11,29.57,325.27, ,6,2,0,60.2,2,2,325.27,0.0,0,1,1,45.96,0,16000,1,2,1,10,1,0
28.0,Manufacturing,Associate Degree,1,0,0,33200.0,26,773,RI,4,10.59,42.36, ,2,0,0,0.0,0,3,60.0,17.64,1,1,1,38.12,0,16000,1,3,0,3,2,0
22.0,Education,High School or Below,1,0,0,16200.0,1,691,CT,3,153.96,461.88, ,2,0,0,0.0,0,4,461.88,0.0,0,1,1,42.84,0,13000,0,3,0,6,2,0
26.0,Entertainment and Hospitality,High School or Below,1,0,0,16600.0,17,659,MA,8,128.14,1025.12, ,4,1,0,128.3,0,3,1025.12,0.0,0,1,1,74.35,1,9000,0,0,0,9,0,0
58.0,Manufacturing,Bachelor's Degree,1,0,0,73700.0,43,694,CT,32,16.81,537.92, ,16,5,1,79.48,0,4,848.93,311.01,1,1,1,330.73,1,18000,1,1,0,9,1,0
47.0,Legal,Bachelor's Degree,1,0,1,113000.0,15,695,ME,56,142.47,7978.32, ,22,9,2,1266.61,3,5,7978.32,0.0,0,1,1,43.38,5,15000,0,2,0,11,3,0
43.0,Entertainment and Hospitality,Associate Degree,1,0,0,41700.0,15,755,CT,85,170.43,14486.55,transfer billing address   overseas atm,46,9,3,1529.34,1,3,14486.55,0.0,0,1,1,63.63,3,9000,1,3,0,3,1,0
25.0,Construction,High School or Below,1,0,1,22000.0,2,693,NY,3,2.18,6.54, ,2,0,0,0.0,0,2,60.0,53.46,1,1,1,92.81,0,15000,0,3,0,3,0,0
29.0,Retail,Associate Degree,1,0,0,12800.0,17,749,RI,0,25.13,0.0, ,0,0,0,0.0,0,5,60.0,60.0,1,3,1,60.0,0,18000,1,1,0,8,2,0
22.0,Entertainment and Hospitality,Associate Degree,1,0,0,15700.0,32,746,ME,0,57.8,0.0, ,0,0,0,0.0,0,3,60.0,60.0,1,1,1,60.0,0,16000,0,3,1,5,2,0
35.0,Healthcare,Master's Degree,1,0,2,116900.0,2,750,MA,93,20.67,1922.31, ,52,14,1,281.81,7,4,1922.31,0.0,0,1,1,80.33,4,11000,1,5,1,9,0,0
28.0,Retail,Associate Degree,1,0,1,17400.0,15,717,ME,2,79.35,158.7,change request statement billing address statement,1,0,0,0.0,0,3,158.7,0.0,0,1,1,48.23,0,10000,0,3,0,3,0,0
37.0,Retail,Associate Degree,1,0,0,35500.0,0,775,ME,54,105.59,5701.86,change request plastic replace late payment,32,2,1,203.73,0,2,5701.86,0.0,0,1,1,128.34,2,17000,0,4,0,3,0,0
41.0,Manufacturing,Bachelor's Degree,1,0,0,49700.0,30,772,CT,15,156.51,2347.65,statement change request change request,9,1,0,158.44,1,3,2347.65,0.0,0,1,1,42.19,2,11000,1,1,0,7,1,0
28.0,Scientific and Technical Services,Associate Degree,1,0,0,35300.0,8,666,NY,7,81.22,568.54, ,1,1,0,82.4,0,3,60.0,0.0,0,1,1,52.59,1,11000,0,1,0,8,1,0
20.0,Retail,,1,0,2,8600.0,10,746,ME,3,208.91,626.73,billing address change request late payment statement,2,0,0,0.0,0,3,626.73,0.0,0,1,1,28.12,0,13000,0,3,0,4,0,0
28.0,Education,Associate Degree,1,0,0,9900.0,1,732,MA,4,9.38,37.52, ,2,0,0,0.0,0,3,60.0,22.48,1,2,1,56.06,0,16000,0,5,0,9,1,0
36.0,Financial Services,High School or Below,1,0,1,70300.0,12,780,ME,54,91.3,4930.2, ,28,6,0,543.54,1,2,4930.2,0.0,0,1,1,127.49,2,9000,1,1,0,7,0,0
31.0,Transportation,,1,0,2,28100.0,1,695,PA,2,40.98,81.96, ,1,0,0,0.0,0,4,81.96,0.0,0,1,1,27.71,0,9000,1,2,0,8,2,0
51.0,Manufacturing,High School or Below,1,0,1,,70,684,MA,13,273.47,3555.11, ,5,2,1,516.82,1,3,3555.11,0.0,0,1,1,23.79,3,10000,0,1,1,7,2,0
54.0,Financial Services,Doctorate,1,0,0,148300.0,10,686,MA,10,227.31,2273.1,change request   password change,5,1,0,229.1,1,2,2273.1,0.0,0,1,1,32.75,2,14000,0,3,0,3,1,0
32.0,Legal,Associate Degree,1,0,2,61100.0,23,731,MA,20,113.67,2273.4, ,11,3,1,342.76,2,6,5019.33,2745.93,1,3,1,2777.65,6,17000,1,3,0,5,1,0
45.0,Construction,Associate Degree,1,0,0,29300.0,8,642,MA,29,155.83,4519.07,plastic replace card replace customer call,21,1,0,156.3,0,3,4519.07,0.0,0,1,1,43.63,0,5000,1,1,1,7,2,0
39.0,Healthcare,Master's Degree,1,0,1,68300.0,45,693,NY,23,117.22,2696.06, ,7,1,0,119.09,0,5,2696.06,0.0,0,1,1,27.59,1,22000,1,2,1,9,1,0
22.0,Entertainment and Hospitality,High School or Below,1,0,0,18100.0,8,693,NY,7,159.37,1115.59,password change     statement,4,0,0,0.0,0,4,1115.59,0.0,0,1,1,46.77,0,15000,1,6,0,12,1,0
24.0,Construction,Bachelor's Degree,1,0,0,20900.0,1,661,NY,11,33.77,371.47,billing address customer call late payment,6,1,0,33.38,1,4,60.0,0.0,0,1,1,70.79,0,12000,1,1,0,10,1,0
38.0,Retail,High School or Below,1,0,0,35500.0,112,735,ME,55,277.63,15269.65, ,34,3,0,836.37,0,5,15269.65,0.0,0,1,1,41.01,5,9000,0,3,0,6,0,0
28.0,Scientific and Technical Services,High School or Below,1,0,0,13000.0,42,702,MA,0,5.32,0.0, ,0,0,0,0.0,0,2,60.0,60.0,1,2,1,60.0,0,7000,1,6,0,5,0,0
41.0,Information Technology,Master's Degree,1,0,0,75900.0,15,593,CT,68,27.69,1882.92,password change billing address plastic replace,31,12,2,338.3,5,5,94.15,0.0,0,1,1,47.16,5,9000,1,2,0,9,0,0
63.0,Financial Services,Bachelor's Degree,1,0,0,109000.0,3,747,NY,15,0.0,0.0,customer call statement late payment,5,5,0,0.0,3,3,60.0,60.0,1,1,1,60.0,0,16000,1,3,0,7,1,0
39.0,Entertainment and Hospitality,Associate Degree,1,0,0,45100.0,30,717,NY,16,274.27,4388.32, ,7,1,0,275.23,0,2,7000.01,2611.69,1,1,1,2678.53,2,11000,1,3,0,7,0,0
24.0,Manufacturing,High School or Below,1,0,0,4600.0,1,745,ME,7,623.53,4364.71,card replace customer call customer call cash,2,2,0,1250.04,0,4,4364.71,0.0,0,1,1,54.5,4,9000,1,2,0,7,0,0
34.0,Retail,Associate Degree,1,0,1,39000.0,34,759,PA,8,4.4,35.2,card replace billing address statement,2,3,0,12.42,0,2,60.0,24.8,1,1,1,60.87,0,11000,1,5,0,6,2,0
27.0,Entertainment and Hospitality,Associate Degree,1,0,1,7900.0,1,770,PA,2,106.62,213.24, ,1,0,0,0.0,0,2,60.0,0.0,0,1,1,28.86,0,9000,0,2,0,6,1,0
23.0,Construction,High School or Below,1,0,2,27300.0,9,759,CT,23,35.4,814.2,billing address transfer  ,12,1,0,34.9,0,4,814.2,0.0,0,1,1,45.5,1,13000,1,4,0,9,0,0
49.0,Scientific and Technical Services,Associate Degree,1,0,0,32200.0,8,734,ME,28,132.41,3707.48,late payment statement statement statement,14,0,0,0.0,0,4,3707.48,0.0,0,1,1,35.88,0,12000,0,3,0,10,2,0
42.0,Scientific and Technical Services,Bachelor's Degree,1,0,2,53300.0,24,663,MA,19,35.1,666.9, ,11,1,0,34.85,1,3,666.9,0.0,0,1,1,56.78,0,17000,1,4,0,7,2,0
37.0,Information Technology,Bachelor's Degree,1,0,0,60500.0,4,761,RI,0,201.42,0.0, ,0,0,0,0.0,0,3,60.0,60.0,1,1,1,60.0,0,10000,0,2,0,9,0,0
37.0,Construction,High School or Below,1,0,0,35800.0,27,709,NY,11,85.05,935.55, ,7,0,0,0.0,0,2,935.55,0.0,0,1,1,38.6,0,15000,1,3,0,5,1,0
39.0,Retail,Bachelor's Degree,1,0,0,24300.0,8,728,ME,14,14.25,199.5,customer call statement card replace,4,2,0,29.2,1,3,60.0,0.0,0,1,1,70.58,0,15000,0,2,0,6,0,0
42.0,Education,Bachelor's Degree,1,0,0,24500.0,21,692,MA,8,221.26,1770.08,statement password change change request,4,1,0,220.97,0,6,1239.87,0.0,0,1,1,39.06,3,8000,1,4,1,9,2,0
37.0,Construction,Associate Degree,1,0,1,38100.0,14,740,PA,18,49.26,886.68,statement customer call  ,9,3,2,161.46,2,5,886.68,0.0,0,1,1,83.25,3,16000,0,1,0,12,1,0
48.0,Construction,High School or Below,1,0,1,47100.0,53,684,NY,6,24.68,148.08,late payment change request statement,3,1,0,24.89,1,3,148.08,0.0,0,1,1,28.47,0,14000,0,5,0,13,0,0
43.0,Education,Bachelor's Degree,1,0,0,31700.0,20,762,NY,7,440.34,3082.38,password change   customer call statement,1,0,0,0.0,0,2,3082.38,0.0,0,1,1,56.8,0,9000,0,5,0,5,0,0
